#chr	start	end	value
rw10	83155769	83156196	6.598032083
rw10	83372907	83373351	5.477279923
rw10	83469868	83470102	5.544394119
rw10	83470969	83471627	4.45419631
rw10	83563196	83563413	6.193486957
rw10	84109084	84109771	5.776124405
rw10	84134931	84135217	5.465784285
rw10	84160330	84160656	5.999845887
rw10	84165358	84165609	6.345490051
rw10	8488794	8488971	6.892317423
rw10	85544513	85545123	4.084962501
rw10	85954492	85954814	5.926264755
rw10	86043351	86044101	4.72881869
rw10	86258894	86259234	7.019636253
rw10	86361788	86362076	6.861943774
rw10	86686836	86687086	4.926264755
rw10	87115562	87117030	4.14385619
rw10	87264260	87264801	6.757387843
rw10	87778389	87778630	6.287902559
rw10	87969442	87969850	6.991853096
rw10	88034331	88034706	3.357980995
rw10	88134611	88134894	6.839850003
rw10	88291300	88291673	6.27478706
rw10	88416686	88417091	6.689824559
rw10	88439063	88439413	7.382643049
rw10	88471309	88471500	5.909390936
rw10	88504940	88505315	5.866322214
rw10	88685508	88685746	4.942943496
rw10	88723701	88724087	6.544394119
rw10	88966297	88966444	4.054588852
rw10	88976882	88977214	5.812882955
rw10	88988371	88988921	4.5
rw10	88993947	88994438	6.039158811
rw10	88995975	88996193	5.054588852
rw10	89074789	89075217	6.092457037
rw10	89075448	89075776	4.747927513
rw10	89120570	89121139	5.766786541
rw10	89140798	89141021	5.533423002
rw10	89157913	89158266	6.799208018
rw10	89362202	89362403	6.214245518
rw10	89742903	89743117	2.747927513
rw10	90003963	90004401	5.803780748
rw10	90040900	90041081	6.533423002
rw10	90234769	90235094	7.103626345
rw10	90342565	90342952	5.639551352
rw10	90578716	90578895	6.241466986
rw10	90677932	90678123	4.608524457
rw10	9162898	9163170	6.56608919
rw10	91918277	91918774	3.023561956
rw10	9258926	9259219	4.629283017
rw10	92829523	92829860	6.031381461
rw10	93047709	93047958	6.412889336
rw10	93256901	93257247	6.394817763
rw10	93500213	93500521	6.430737338
rw10	9352650	9353079	5.96760555
rw10	93611705	93612053	6.388743249
rw10	93879717	93880017	5.345490051
rw10	93921494	93921814	6.332890014
rw10	94135047	94136022	4.023561956
rw10	94136370	94137426	4.200439718
rw10	94155573	94155989	6.56608919
rw10	94158008	94158297	4.785402219
rw10	94546957	94547278	7.175957033
rw10	94608550	94608828	6.107330314
rw10	94791840	94792126	6.039158811
rw10	94820755	94821105	6.659871337
rw10	95098683	95098938	6.214245518
rw10	95526276	95526567	6.200439718
rw10	9561379	9561717	2.892317423
rw10	95731025	95731364	4.332890014
rw10	95948387	95948665	6.1794801
rw10	96154731	96155134	7.066054038
rw10	96274664	96274969	3.45419631
rw10	9638004	9638523	3.709453366
rw10	96580549	96580873	6.227920455
rw10	96584757	96585594	5.00779464
rw10	96589770	96589993	5.099912842
rw10	97128907	97129170	6.400866808
rw10	97221365	97221625	7.003825738
rw10	97429548	97429846	2.747927513
rw10	97815899	97816100	4.629283017
rw10	97959376	97959688	6.1794801
rw10	98447003	98447284	5.069855608
rw10	98759137	98759572	6.995855027
rw10	98806212	98806512	6.762094845
rw10	98898555	98898946	6.099912842
rw10	98947835	98948206	7.196967526
rw10	98961988	98962193	6.320178962
rw10	99036607	99037352	5.866322214
rw10	99080188	99080502	6.27478706
rw10	99108299	99108685	4.5
rw10	99108902	99109204	3.254887502
rw10	99126397	99126771	6.320178962
rw10	99155511	99155812	3.709453366
rw10	99157852	99158194	4.477279923
rw10	99165095	99165701	5.669925001
rw10	99203525	99203937	6.511227255
rw10	99251606	99251991	6.00779464
rw10	99364301	99364633	5.5
rw10	99380261	99380677	6.938791853
rw10	99423385	99423735	6.092457037
rw10	99441187	99441683	3.857552005
rw10	99447098	99447449	5.699672345
rw10	99493278	99493441	4.821928095
rw10	99521849	99522144	6.227920455
rw10	99541889	99542420	6.909390936
rw10	99804110	99804366	5.892317423
rw10	99811703	99811931	5.533423002
rw10	99819721	99820119	6.714319121
rw1	10019317	10019727	5.64974712
rw1	100288434	100288950	6.875039431
rw1	10032896	10033317	6.853146825
rw1	100428132	100428423	6.522367813
rw1	100442853	100443010	4.5
rw1	100471819	100472204	5.332890014
rw1	100510078	100510321	6.538918989
rw1	100678536	100678939	7.069855608
rw1	100857143	100857433	6.136624621
rw1	100957272	100957503	4.857552005
rw1	101544114	101544350	4.839850003
rw1	1016025	1016637	6.172425342
rw1	10171724	10172090	6.084962501
rw1	10233195	10233526	6.430737338
rw1	102449713	102449860	4.803780748
rw1	10250779	10251155	5.054588852
rw1	1026125	1026546	6.511227255
rw1	102689429	102689696	3.200439718
rw1	10268980	10269174	5.900879436
rw1	10270928	10271200	5.900879436
rw1	103007716	103008063	3.747927513
rw1	103369953	103370427	3.785402219
rw1	103399019	103399411	7.058420713
rw1	10455877	10456115	6.896604781
rw1	104578491	104579120	5.023561956
rw1	10523453	10523905	4.114709844
rw1	105313223	105313808	2.5
rw1	105318005	105318664	3.747927513
rw1	10603217	10603467	6.853146825
rw1	10606636	10606788	5.12935662
rw1	10623531	10623835	5.406890596
rw1	106417634	106417873	6.465784285
rw1	106935135	106935442	2.821928095
rw1	1069669	1070043	6.376516947
rw1	10718726	10718929	6.482993575
rw1	10720146	10720374	6.107330314
rw1	107222434	107222735	6.165335917
rw1	10735698	10736163	6.669925001
rw1	107359292	107359481	4.669925001
rw1	10739716	10740181	7.099912842
rw1	1074748	1075163	5.332890014
rw1	1075297	1075815	5.320178962
rw1	107587562	107587914	4.747927513
rw1	108113035	108113612	9.180359524
rw1	1081900	1082330	7.04689446
rw1	108465300	108465605	4.023561956
rw1	108476322	108476469	4.430737338
rw1	108512085	108512385	6.092457037
rw1	10854413	10854791	6.511227255
rw1	108706868	108707229	5.084962501
rw1	108716919	108717261	6.555282436
rw1	108735105	108735520	7.015699838
rw1	10875837	10876208	6.442514505
rw1	108805140	108805487	5.544394119
rw1	108939225	108939405	5.320178962
rw1	10895153	10895797	6.71916852
rw1	108974137	108974484	6.031381461
rw1	109007756	109008134	5.45419631
rw1	10911190	10911689	7.217676423
rw1	109120584	109120905	3.5
rw1	109167623	109167999	6.684875343
rw1	1091748	1092061	6.430737338
rw1	109203142	109203737	6.351749041
rw1	109218985	109219228	3.629283017
rw1	109234989	109235221	6.307354922
rw1	109235806	109236087	6.743173983
rw1	109360205	109360514	6.27478706
rw1	109372953	109373507	7.442514505
rw1	109455098	109455503	5.830916878
rw1	109579875	109580171	6.866322214
rw1	109794535	109794796	6.659871337
rw1	109802967	109803175	6.313781191
rw1	109810450	109810654	6.471543554
rw1	109962333	109962490	5.785402219
rw11	100282666	100283374	4.64974712
rw1	110038468	110039032	7.027477006
rw11	100527752	100528221	4.766786541
rw11	100684745	100684991	6.099912842
rw1	110093027	110093411	5.172425342
rw11	101416778	101417095	3.14385619
rw1	110149878	110150117	5.254887502
rw1	110173663	110173997	7.023561956
rw1	110174958	110175312	5.999845887
rw11	101872036	101872315	3.544394119
rw11	102118381	102118658	2.821928095
rw11	102222936	102223333	6.00779464
rw11	102471851	102472164	2.5
rw11	102617172	102617871	5.533423002
rw11	10270448	10270664	5.281359714
rw1	110274176	110274468	6.488684687
rw1	110308523	110308826	6.151051691
rw11	103329765	103330035	2.669925001
rw11	10393655	10393931	6.870687407
rw11	104887258	104887868	5.71916852
rw11	10491254	10491598	4.709453366
rw11	105523798	105524085	6.803780748
rw1	110568646	110568994	3.669925001
rw11	105831294	105831543	6.582149041
rw11	105928791	105929134	6.099912842
rw11	106079542	106079818	6.592757141
rw11	106167738	106168021	3.406890596
rw11	10637109	10637405	5.983815777
rw1	110653980	110654182	5.608524457
rw11	10679458	10679902	6.80833903
rw11	106998430	106998674	4.200439718
rw11	10732848	10733141	6.857552005
rw11	107620745	107621142	6.613742166
rw11	107658735	107659113	4.975733431
rw11	107724236	107724468	2.587462841
rw11	107733360	107733551	6.598032083
rw11	107783821	107784225	5.158211483
rw11	107789460	107789655	7.23809226
rw11	10782692	10783119	7.23470962
rw11	107871332	107871583	6.254887502
rw11	1078776	1079788	5.909390936
rw11	108060292	108060619	2.821928095
rw11	108135257	108136010	3.991853096
rw11	108187341	108187631	3.669925001
rw11	108410857	108411072	6.320178962
rw11	108497058	108497425	6.092457037
rw11	108555888	108556278	3.629283017
rw11	109052470	109054144	3.821928095
rw11	1090738	1090975	6.12935662
rw11	1092786	1093498	8.302516365
rw11	109293505	109293927	6.1794801
rw1	110938701	110939135	6.424812504
rw1	11096239	11096538	4.909390936
rw11	1096505	1096970	6.938791853
rw11	109867754	109868121	5.307354922
rw11	110080179	110080464	5.054588852
rw11	110083040	110083551	4.587462841
rw11	110111222	110111481	5.039158811
rw11	110136669	110137003	6.214245518
rw11	110152237	110152645	6.896604781
rw11	110167537	110167816	6.78077077
rw11	110495740	110496005	2.959431619
rw11	111249953	111250363	6.71916852
rw1	111135716	111136047	5.511227255
rw11	111385256	111385684	6.533423002
rw11	111581922	111582351	6.669925001
rw11	111774906	111775252	5.320178962
rw11	111816926	111817298	6.114709844
rw11	111857129	111857414	5.983815777
rw11	111895611	111895871	6.684875343
rw11	112170827	112171228	6.442514505
rw11	112195414	112195867	3.14385619
rw11	112430721	112431125	4.114709844
rw11	112442006	112442397	5.96760555
rw11	11257096	11257405	2.5
rw11	112668834	112669070	6.56608919
rw11	11268439	11268752	3.669925001
rw11	11315116	11315357	6.307354922
rw1	111322023	111322300	5.544394119
rw11	113454933	113455257	6.975733431
rw11	113520243	113520541	6.294415866
rw11	113563398	113563866	7.172425342
rw11	113689875	113690179	6.689824559
rw11	113833920	113834080	5.12935662
rw1	11138344	11138640	2.587462841
rw11	113940823	113941189	5.747927513
rw11	113943346	113943684	5.848728154
rw11	114025676	114026075	7.035275377
rw11	114129931	114130445	6.80833903
rw11	114151604	114151799	6.689824559
rw11	114277425	114277737	6.307354922
rw11	1142814	1143164	6.37036472
rw11	114404460	114404833	6.023561956
rw11	1153800	1154261	6.608524457
rw11	115621621	115621872	6.418863237
rw11	115846452	115846862	6.538918989
rw11	116055535	116055961	6.582149041
rw11	116086484	116086793	6.400866808
rw11	116178966	116179225	6.114709844
rw11	116181529	116181693	5.803780748
rw11	116287246	116287478	6.339203788
rw11	116305890	116306234	5.587462841
rw11	116430691	116430939	6.888017285
rw11	116442584	116443466	2.821928095
rw11	116557189	116557505	6.200439718
rw11	116564074	116564446	6.689824559
rw11	116708664	116708951	6.14385619
rw11	117007097	117007394	5.37036472
rw11	117014721	117015163	6.78077077
rw11	117059722	117060171	6.861943774
rw11	117124668	117125027	5.281359714
rw11	117241319	117241638	5.533423002
rw11	117300461	117300799	6.866322214
rw11	117329123	117329601	6.659871337
rw11	117388471	117388990	6.320178962
rw11	117445218	117445529	6.376516947
rw11	117454120	117454535	6.991853096
rw1	1117489	1117920	6.618941073
rw11	117614113	117614307	6.582149041
rw11	117651221	117651679	7.45419631
rw1	111778632	111778936	6.107330314
rw11	117895157	117895534	6.357980995
rw11	118020104	118020489	7.050746785
rw11	118143499	118143886	5.757387843
rw11	118201003	118201877	5.576815597
rw11	118202822	118203261	7.04689446
rw11	118273959	118274275	5.926264755
rw11	118421440	118421918	6.193486957
rw11	118477373	118477705	6.844295908
rw11	118480930	118481387	6.158211483
rw11	118564136	118564398	5.848728154
rw11	118566279	118566448	5.839850003
rw11	118771858	118772342	7.14385619
rw11	118777660	118777924	7.125708843
rw11	118784590	118785025	6.582149041
rw11	118851015	118851453	7.307354922
rw11	118918973	118919221	5.689824559
rw11	118941314	118941696	4.172425342
rw11	118958052	118958522	6.12935662
rw11	119039430	119039678	6.287902559
rw11	119091835	119092020	5.598032083
rw11	119100943	119101190	6.069855608
rw11	119128723	119128933	6.629283017
rw11	119141146	119141472	3.357980995
rw11	119179562	119180073	7.34862294
rw11	119220285	119220687	6.598032083
rw11	119277461	119277880	5.406890596
rw11	119400962	119401369	6.63442632
rw11	119423680	119423905	5.766786541
rw11	119512118	119512536	6.544394119
rw11	119518969	119519344	4.975733431
rw11	119543430	119543745	6.743173983
rw11	119590867	119591217	6.522367813
rw11	119596327	119596522	7.035275377
rw11	119689408	119689720	5.803780748
rw11	119954790	119955523	6.12935662
rw11	119992925	119993327	6.406890596
rw11	120033936	120034115	3.084962501
rw11	120068536	120068829	4.14385619
rw11	120089456	120089856	6.853146825
rw11	120090200	120090663	7.412889336
rw11	120113455	120113875	6.799208018
rw11	120131357	120131778	6.72881869
rw11	120508153	120508386	6.883704292
rw11	120623924	120624180	4.023561956
rw11	121445920	121446261	5.738404739
rw11	121468517	121468738	6.45419631
rw1	112149663	112150153	4.785402219
rw1	112160606	112160927	6.023561956
rw11	121742721	121743049	6.394817763
rw11	12186334	12186690	5.5
rw11	122246648	122246850	6.24819285
rw11	122445361	122445773	6.947083226
rw11	122501584	122501933	5.430737338
rw11	122527302	122527831	6.394817763
rw11	122864092	122864447	6.345490051
rw11	122995611	122995913	6.938791853
rw11	123022878	123023158	6.64974712
rw11	123155604	123156094	6.092457037
rw11	123240926	123241241	6.092457037
rw11	123257271	123257608	5.785402219
rw11	123332663	123333044	6.151051691
rw11	123346894	123347211	6.221099189
rw11	123356648	123357052	6.069855608
rw11	123374303	123374669	6.400866808
rw11	124277	125310	5.00779464
rw11	124311257	124311635	7.382643049
rw11	12455108	12455447	6.527905997
rw11	124628268	124628646	6.261551232
rw11	124709958	124710402	7.088714636
rw11	124748457	124748676	6.516808288
rw11	124961848	124962172	6.031381461
rw11	12501471	12501815	5.991853096
rw1	112514820	112515165	5.866322214
rw11	125221377	125221601	6.388743249
rw11	125256749	125257078	6.714319121
rw11	125285932	125286236	2.959431619
rw11	125322851	125323225	3.5
rw11	125350772	125351178	5.533423002
rw11	1253654	1254204	6.724001674
rw1	11253778	11254180	7.122051819
rw11	125732214	125732817	6.054588852
rw11	125734316	125734515	6.482993575
rw11	125770632	125770889	5.254887502
rw11	1257897	1258588	7.339203788
rw1	112599446	112599893	6.95532722
rw11	126156740	126157003	6.294415866
rw11	126336850	126337248	6.04689446
rw11	1264021	1264541	6.406890596
rw11	126598073	126598451	7.058420713
rw11	126677923	126678296	6.870687407
rw11	126949130	126949578	4.821928095
rw11	126968626	126969068	5.64974712
rw1	112697723	112698274	3.14385619
rw11	127384576	127384905	6.12935662
rw11	1275363	1275680	6.999845887
rw11	127598502	127598931	3.406890596
rw11	127646885	127647453	3.544394119
rw11	127651698	127652243	4.114709844
rw11	128010521	128010799	6.482993575
rw11	128023955	128024176	6.598032083
rw11	128107015	128107331	6.320178962
rw1	112824714	112825019	6.624121312
rw1	112826003	112826507	6.122051819
rw11	128487724	128488223	7.624121312
rw11	128564785	128565069	5.917852515
rw11	128717801	128718067	6.913627929
rw11	128800426	128801111	6.313781191
rw11	128896352	128896755	5.357980995
rw11	129045172	129045678	3.023561956
rw11	129128	129552	3.587462841
rw11	129332789	129333119	3.926264755
rw11	12943732	12943994	2.5
rw11	129632491	129632700	5.307354922
rw11	129891655	129892028	6.900879436
rw11	129902959	129903168	7.04303182
rw11	129909990	129910295	6.281359714
rw11	130020695	130020996	6.107330314
rw11	130043511	130043867	6.861943774
rw11	130089504	130089812	5.608524457
rw1	113019312	113019690	7.27478706
rw11	130854378	130854725	6.313781191
rw11	1310878	1311373	7.538918989
rw11	131422412	131422650	6.00779464
rw11	131542977	131543169	5.522367813
rw1	113166095	113166500	6.320178962
rw11	132060411	132060668	5.96760555
rw11	132205338	132205649	6.207359132
rw1	113249075	113249326	4.084962501
rw1	113256319	113256553	6.136624621
rw1	113316859	113317307	2.5
rw1	113327510	113327769	6.442514505
rw11	133424572	133424842	6.207359132
rw1	113382109	113382299	5.629283017
rw11	133843402	133844013	7.397845456
rw11	134103026	134103399	6.114709844
rw1	113412387	113412788	6.644658243
rw11	134214684	134214918	6.376516947
rw11	134275413	134275638	6.313781191
rw11	134278030	134278443	6.084962501
rw11	134447851	134448121	6.345490051
rw11	134537663	134537897	6.699672345
rw11	134607071	134607497	3.821928095
rw1	1134720	1135044	6.207359132
rw11	134736942	134737349	6.555282436
rw11	134856134	134856550	4.909390936
rw11	135736	136460	3.45419631
rw1	113595960	113596193	5.465784285
rw1	113612393	113612944	3.254887502
rw11	13649782	13649976	6.12935662
rw1	113662709	113663082	7.287902559
rw1	113669856	113670500	6.766786541
rw11	13704624	13705239	6.351749041
rw1	1137154	1137722	6.023561956
rw1	113715619	113716013	5.357980995
