#chr	start	end	value	options
rw2	43806155	43838865	15.4	stroke_color=red
rw4	118033826	118258634	15.4	stroke_color=red
rw5	178007218	178007508	15.4	stroke_color=red
rw12	121839527	121888611	15.5	stroke_color=red
rw12	68674371	68686859	15.5	stroke_color=red
rw12	130871994	130877678	15.5	stroke_color=red
rw19	5865826	5870540	15.5	stroke_color=red
rw2	222671738	222709930	15.5	stroke_color=red
rw3	54632124	54639857	15.5	stroke_color=red
rw7	141764097	141765197	15.5	stroke_color=red
rw9	110199561	110208133	15.5	stroke_color=red
rw11	7485369	7511897	15.6	stroke_color=red
rw12	9852369	9869859	15.6	stroke_color=red
rw12	99647750	99650114	15.6	stroke_color=red
rw12	48789147	48790535	15.6	stroke_color=red
rw13	51861981	51866236	15.6	stroke_color=red
rw2	132644764	132671497	15.6	stroke_color=red
rw20	53168643	53180017	15.6	stroke_color=red
rw3	147409394	147416719	15.6	stroke_color=red
rw6	27312169	27314612	15.6	stroke_color=red
rw9	131289682	131309262	15.6	stroke_color=red
rw1	169722640	169734079	15.7	stroke_color=red
rw12	68248245	68253501	15.7	stroke_color=red
rw17	44844815	44850480	15.7	stroke_color=red
rw2	38959287	38960344	15.7	stroke_color=red
rw4	73836556	73838760	15.7	stroke_color=red
rw8	112222928	113437467	15.7	stroke_color=red
rw12	63558913	63669201	15.8	stroke_color=red
rw17	40776808	40782534	15.8	stroke_color=red
rw2	88885572	88886153	15.8	stroke_color=red
rw2	24447506	24449402	15.8	stroke_color=red
rw20	33662286	33663915	15.8	stroke_color=red
rw21	34135382	34136128	15.8	stroke_color=red
rw3	128538017	128538631	15.8	stroke_color=red
rw8	145000545	145035864	15.8	stroke_color=red
rw1	16197856	16212671	15.9	stroke_color=red
rw16	11267857	11269303	15.9	stroke_color=red
rw17	50171428	50172476	15.9	stroke_color=red
rw2	231395624	231408801	15.9	stroke_color=red
rw20	227258	229886	15.9	stroke_color=red
rw3	183178004	183428619	15.9	stroke_color=red
rw8	103371509	103383005	15.9	stroke_color=red
rw10	125032783	125032870	16	stroke_color=red
rw11	47354858	47395640	16	stroke_color=red
rw17	42679402	42681827	16	stroke_color=red
rw19	39202922	39204266	16	stroke_color=red
rw3	108895291	108896213	16	stroke_color=red
rw9	127716064	127731600	16	stroke_color=red
rw1	153259635	153262125	16.1	stroke_color=red
rw10	132036107	132184809	16.1	stroke_color=red
rw11	101029624	101130668	16.1	stroke_color=red
rw17	36103827	36105621	16.1	stroke_color=red
rw17	35121612	35130732	16.1	stroke_color=red
rw6	116593900	116633051	16.1	stroke_color=red
rw1	244352069	244389874	16.2	stroke_color=red
rw1	47137435	47149738	16.2	stroke_color=red
rw1	166975582	167022214	16.2	stroke_color=red
rw10	80336102	80356787	16.2	stroke_color=red
rw10	59246129	59363181	16.2	stroke_color=red
rw15	84748561	84806432	16.2	stroke_color=red
rw16	2019520	2020755	16.2	stroke_color=red
rw19	8065402	8149012	16.2	stroke_color=red
rw4	72031804	72148201	16.2	stroke_color=red
rw6	10762723	10838605	16.2	stroke_color=red
rw12	120339650	120369180	16.3	stroke_color=red
rw17	78146040	78166904	16.3	stroke_color=red
rw6	28259297	28260958	16.3	stroke_color=red
rw6	73223544	73225452	16.3	stroke_color=red
rw17	49223366	49231692	16.4	stroke_color=red
rw17	43940804	43944248	16.4	stroke_color=red
rw18	46476961	46657114	16.4	stroke_color=red
rw2	242457243	242457629	16.4	stroke_color=red
rw22	25742147	26058788	16.4	stroke_color=red
rw5	161847191	161899959	16.4	stroke_color=red
rw11	43942556	43943883	16.5	stroke_color=red
rw11	65354811	65357613	16.5	stroke_color=red
rw17	39057019	39081451	16.5	stroke_color=red
rw19	48740888	48747650	16.5	stroke_color=red
rw5	141408203	141512979	16.5	stroke_color=red
rw1	3752398	3771645	16.6	stroke_color=red
rw1	179550539	179575976	16.6	stroke_color=red
rw11	133783671	133810376	16.6	stroke_color=red
rw11	60867542	60875693	16.6	stroke_color=red
rw16	72063226	72077246	16.6	stroke_color=red
rw12	24993424	24997439	16.7	stroke_color=red
rw12	54292107	54301037	16.7	stroke_color=red
rw12	10806051	10806980	16.7	stroke_color=red
rw2	130139283	130145134	16.7	stroke_color=red
rw3	30726200	30894661	16.7	stroke_color=red
rw4	70195726	70204576	16.7	stroke_color=red
rw5	14712694	14716529	16.7	stroke_color=red
rw7	25224570	25228486	16.7	stroke_color=red
rw10	104122058	104126385	16.8	stroke_color=red
rw19	14941489	14942448	16.8	stroke_color=red
rw19	35904401	35908309	16.8	stroke_color=red
rw5	76952835	76981147	16.8	stroke_color=red
rw5	169013227	169037998	16.8	stroke_color=red
rw5	171309284	171312134	16.8	stroke_color=red
rw6	150063264	150069213	16.8	stroke_color=red
rw12	101594931	101685883	16.9	stroke_color=red
rw19	36150922	36152869	16.9	stroke_color=red
rw19	51311848	51330848	16.9	stroke_color=red
rw9	72900662	72953317	16.9	stroke_color=red
rw10	125666680	125668056	17	stroke_color=red
rw17	41314917	41315695	17	stroke_color=red
rw17	48762231	48817107	17	stroke_color=red
rw20	25140798	25148790	17	stroke_color=red
rw22	39743044	39893806	17	stroke_color=red
rw3	108589490	108694846	17	stroke_color=red
rw6	150368861	150404629	17	stroke_color=red
rw6	125674353	125720218	17	stroke_color=red
rw9	72051381	72060605	17	stroke_color=red
rw9	135561754	135566776	17	stroke_color=red
rw1	12763223	12777906	17.1	stroke_color=red
rw19	13097188	13103160	17.1	stroke_color=red
rw19	57320497	57330776	17.1	stroke_color=red
rw19	51991332	52008238	17.1	stroke_color=red
rw2	54330013	54383673	17.1	stroke_color=red
rw2	218990190	218993556	17.1	stroke_color=red
rw2	236165236	236168009	17.1	stroke_color=red
rw20	46481908	46513581	17.1	stroke_color=red
rw20	33272262	33272657	17.1	stroke_color=red
rw11	19182030	19210571	17.2	stroke_color=red
rw11	22627053	22813001	17.2	stroke_color=red
rw7	73768997	73770270	17.2	stroke_color=red
rw9	126614443	126701032	17.2	stroke_color=red
rw9	111327370	111330173	17.2	stroke_color=red
rw1	196975037	197009678	17.3	stroke_color=red
rw15	36799100	36818506	17.3	stroke_color=red
rw18	26908754	27185338	17.3	stroke_color=red
rw5	180590105	180591487	17.3	stroke_color=red
rw5	147824580	147839231	17.3	stroke_color=red
rw9	21350318	21350887	17.3	stroke_color=red
rw11	66590169	66593083	17.4	stroke_color=red
rw11	62419035	62423206	17.4	stroke_color=red
rw12	51281038	51324680	17.4	stroke_color=red
rw16	66566391	66579135	17.4	stroke_color=red
rw17	78423697	78577432	17.4	stroke_color=red
rw21	44455486	44458856	17.4	stroke_color=red
rw21	42403862	42447688	17.4	stroke_color=red
rw7	100643097	100656461	17.4	stroke_color=red
rw7	44062727	44065972	17.4	stroke_color=red
rw1	24319322	24364482	17.5	stroke_color=red
rw14	73787360	73803628	17.5	stroke_color=red
rw17	76452853	76470790	17.5	stroke_color=red
rw17	5772234	5930696	17.5	stroke_color=red
rw3	50273236	50273297	17.5	stroke_color=red
rw9	85806002	85842879	17.5	stroke_color=red
rw17	63857016	63864379	17.6	stroke_color=red
rw3	173396490	174286644	17.6	stroke_color=red
rw5	33936386	33938918	17.6	stroke_color=red
rw5	6437347	6496721	17.6	stroke_color=red
rw1	178542796	178548889	17.7	stroke_color=red
rw11	111381327	111384617	17.7	stroke_color=red
rw12	52377812	52386906	17.7	stroke_color=red
rw13	52617470	52643784	17.7	stroke_color=red
rw15	82130220	82262763	17.7	stroke_color=red
rw16	3065312	3069667	17.7	stroke_color=red
rw3	109136714	109150109	17.7	stroke_color=red
rw8	60966438	61501645	17.7	stroke_color=red
rw10	62811996	62919895	17.8	stroke_color=red
rw10	116545916	116567855	17.8	stroke_color=red
rw14	53949736	53956836	17.8	stroke_color=red
rw19	33621955	33773509	17.8	stroke_color=red
rw19	55428738	55442863	17.8	stroke_color=red
rw2	210187990	210225491	17.8	stroke_color=red
rw4	177444513	177677123	17.8	stroke_color=red
rw1	158289773	158294774	17.9	stroke_color=red
rw11	116820702	116823295	17.9	stroke_color=red
rw17	40748021	40755542	17.9	stroke_color=red
rw2	190055700	190062729	17.9	stroke_color=red
rw10	30012800	30115486	18	stroke_color=red
rw12	7060676	7071032	18	stroke_color=red
rw12	7788426	7796061	18	stroke_color=red
rw15	35079811	35100420	18	stroke_color=red
rw16	1978917	1981549	18	stroke_color=red
rw16	67163385	67169945	18	stroke_color=red
rw17	57438250	57438889	18	stroke_color=red
rw7	112819147	112939877	18	stroke_color=red
rw8	142611044	142614472	18	stroke_color=red
rw10	21125763	21146559	18.1	stroke_color=red
rw11	62908679	62921861	18.1	stroke_color=red
rw11	112167372	112172556	18.1	stroke_color=red
rw13	24307166	24322531	18.1	stroke_color=red
rw15	62196161	62203318	18.1	stroke_color=red
rw19	12825477	12838267	18.1	stroke_color=red
rw3	158696892	158732691	18.1	stroke_color=red
rw6	26250142	26250607	18.1	stroke_color=red
rw1	67138640	67259979	18.2	stroke_color=red
rw15	78623297	78655586	18.2	stroke_color=red
rw17	73786822	73800795	18.2	stroke_color=red
rw19	43388611	43418615	18.2	stroke_color=red
rw3	146391363	146496012	18.2	stroke_color=red
rw4	1145160	1147489	18.2	stroke_color=red
rw7	38977904	39468601	18.2	stroke_color=red
rw8	143697115	143698413	18.2	stroke_color=red
rw1	5705568	5713772	18.3	stroke_color=red
rw1	95092517	95197607	18.3	stroke_color=red
rw10	69572035	69573454	18.3	stroke_color=red
rw11	17364824	17389331	18.3	stroke_color=red
rw16	142053	154505	18.3	stroke_color=red
rw19	41844743	41852330	18.3	stroke_color=red
rw19	48600600	48614841	18.3	stroke_color=red
rw4	181036447	181060566	18.3	stroke_color=red
rw5	54977867	54985586	18.3	stroke_color=red
rw6	46704316	46735701	18.3	stroke_color=red
rw1	205554273	205556635	18.4	stroke_color=red
rw19	46019153	46023298	18.4	stroke_color=red
rw8	17576433	17643133	18.4	stroke_color=red
rw1	100538172	100542027	18.5	stroke_color=red
rw1	192575727	192580029	18.5	stroke_color=red
rw15	71110244	71115500	18.5	stroke_color=red
rw15	41493858	41503559	18.5	stroke_color=red
rw15	43276281	43302255	18.5	stroke_color=red
rw17	6797993	6831741	18.5	stroke_color=red
rw19	8697397	8698830	18.5	stroke_color=red
rw4	109912883	110012962	18.5	stroke_color=red
rw2	161624335	161985276	18.6	stroke_color=red
rw6	961003	1101332	18.6	stroke_color=red
rw11	6876625	6877619	18.7	stroke_color=red
rw2	687886	688026	18.7	stroke_color=red
rw20	45702016	45708817	18.7	stroke_color=red
rw1	246516039	246524287	18.8	stroke_color=red
rw11	76657524	76670946	18.8	stroke_color=red
rw13	83877205	83882393	18.8	stroke_color=red
rw17	42101404	42112733	18.8	stroke_color=red
rw2	238159008	238168890	18.8	stroke_color=red
rw2	208359845	208494506	18.8	stroke_color=red
rw11	77102840	77103331	18.9	stroke_color=red
rw11	70675431	70675967	18.9	stroke_color=red
rw19	8322582	8343262	18.9	stroke_color=red
rw22	39893808	39973343	18.9	stroke_color=red
rw6	11094033	11138738	18.9	stroke_color=red
rw9	92842573	92878058	18.9	stroke_color=red
rw17	7173431	7179564	19	stroke_color=red
rw2	74518131	74526281	19	stroke_color=red
rw2	162142869	162152404	19	stroke_color=red
rw2	196700634	196713012	19	stroke_color=red
rw20	63005979	63007035	19	stroke_color=red
rw6	167975924	167976939	19	stroke_color=red
rw12	110844486	110907535	19.1	stroke_color=red
rw15	23643549	23647846	19.1	stroke_color=red
rw18	31129236	31162856	19.1	stroke_color=red
rw19	54273812	54281178	19.1	stroke_color=red
rw22	17116299	17121367	19.1	stroke_color=red
rw19	37506447	37543337	19.2	stroke_color=red
rw21	25562145	25575168	19.2	stroke_color=red
rw6	32393339	32408879	19.2	stroke_color=red
rw7	56482105	56483319	19.2	stroke_color=red
rw1	21976925	21998642	19.3	stroke_color=red
rw11	134378504	134411987	19.3	stroke_color=red
rw18	76794732	76822295	19.3	stroke_color=red
rw22	17764180	17764259	19.3	stroke_color=red
rw6	73223544	73225452	19.3	stroke_color=red
rw6	132680858	132714055	19.3	stroke_color=red
rw1	153457744	153460661	19.4	stroke_color=red
rw11	64934471	64938132	19.4	stroke_color=red
rw19	55785397	55836762	19.4	stroke_color=red
rw19	8173238	8175557	19.4	stroke_color=red
rw20	35285731	35292422	19.4	stroke_color=red
rw3	109136714	109150109	19.4	stroke_color=red
rw7	16854728	16881989	19.4	stroke_color=red
rw1	154697462	154870278	19.5	stroke_color=red
rw12	53962308	53974956	19.5	stroke_color=red
rw12	71938846	72035297	19.5	stroke_color=red
rw22	18984352	18987264	19.5	stroke_color=red
rw4	165277792	165280023	19.5	stroke_color=red
rw4	134196333	134201748	19.5	stroke_color=red
rw4	48066393	48134256	19.5	stroke_color=red
rw8	90791693	90959402	19.5	stroke_color=red
rw9	96816699	97013673	19.5	stroke_color=red
rw1	22643625	22648110	19.6	stroke_color=red
rw11	2403952	2435017	19.6	stroke_color=red
rw1	16467436	16492701	19.7	stroke_color=red
rw12	4368227	4379728	19.7	stroke_color=red
rw16	78022546	78032106	19.7	stroke_color=red
rw16	67289432	67326761	19.7	stroke_color=red
rw17	49204442	49210574	19.7	stroke_color=red
rw17	41255384	41256364	19.7	stroke_color=red
rw18	79797963	79903195	19.7	stroke_color=red
rw19	54040825	54063966	19.7	stroke_color=red
rw3	133928145	133929812	19.7	stroke_color=red
rw7	90211686	90237678	19.7	stroke_color=red
rw2	1413461	1542727	19.8	stroke_color=red
rw3	74262568	74614445	19.8	stroke_color=red
rw5	141639302	141651428	19.8	stroke_color=red
rw5	43065187	43066971	19.8	stroke_color=red
rw6	79914812	79947598	19.8	stroke_color=red
rw7	138594285	138701354	19.8	stroke_color=red
rw1	150698059	150720909	19.9	stroke_color=red
rw1	62236165	62319412	19.9	stroke_color=red
rw1	201403767	201421746	19.9	stroke_color=red
rw6	26026896	26027252	19.9	stroke_color=red
rw1	92473043	92486876	20	stroke_color=red
rw11	57743514	57753256	20	stroke_color=red
rw11	45847118	45883248	20	stroke_color=red
rw16	23302270	23381299	20	stroke_color=red
rw17	44353733	44363867	20	stroke_color=red
rw17	41377650	41383816	20	stroke_color=red
rw20	270863	290778	20	stroke_color=red
rw7	71132414	71713601	20	stroke_color=red
rw9	135521297	135526540	20	stroke_color=red
rw10	97850238	97871578	20.1	stroke_color=red
rw14	104590864	104604787	20.1	stroke_color=red
rw15	26866719	26949210	20.1	stroke_color=red
rw17	34285668	34288180	20.1	stroke_color=red
rw19	35487324	35490531	20.1	stroke_color=red
rw19	37217926	37243926	20.1	stroke_color=red
rw2	219627570	219641980	20.1	stroke_color=red
rw1	31790422	31816051	20.2	stroke_color=red
rw12	48567684	48600111	20.2	stroke_color=red
rw14	36677318	37172660	20.2	stroke_color=red
rw18	77250052	77270142	20.2	stroke_color=red
rw8	100133360	100150569	20.2	stroke_color=red
rw9	35812960	35815479	20.2	stroke_color=red
rw1	153070228	153071608	20.3	stroke_color=red
rw11	102576835	102625332	20.3	stroke_color=red
rw11	57335946	57372399	20.3	stroke_color=red
rw9	72521801	72836351	20.3	stroke_color=red
rw1	219913919	219959315	20.4	stroke_color=red
rw16	58463645	58513619	20.4	stroke_color=red
rw17	3474110	3499406	20.4	stroke_color=red
rw17	7614064	7633383	20.4	stroke_color=red
rw19	10092337	10106209	20.4	stroke_color=red
rw19	43827292	43848898	20.4	stroke_color=red
rw6	26045411	26045869	20.4	stroke_color=red
rw6	32439842	32445046	20.4	stroke_color=red
rw12	8221260	8227703	20.5	stroke_color=red
rw17	36937475	36944615	20.5	stroke_color=red
rw19	2867335	2878517	20.5	stroke_color=red
rw5	141420970	141512979	20.5	stroke_color=red
rw9	841647	969090	20.5	stroke_color=red
rw9	4985245	5128183	20.5	stroke_color=red
rw11	100992080	100993935	20.6	stroke_color=red
rw12	103587255	103766729	20.6	stroke_color=red
rw14	21584645	21584773	20.6	stroke_color=red
rw19	49360495	49375119	20.6	stroke_color=red
rw19	49067418	49072941	20.6	stroke_color=red
rw6	34018643	34155622	20.6	stroke_color=red
rw19	45864260	45873797	20.7	stroke_color=red
rw3	127193131	127198185	20.7	stroke_color=red
rw9	112878920	112890942	20.7	stroke_color=red
rw1	152409243	152414274	20.8	stroke_color=red
rw1	150548449	150557938	20.8	stroke_color=red
rw1	182839304	182887982	20.8	stroke_color=red
rw10	91151995	91153083	20.8	stroke_color=red
rw12	10009047	10018800	20.8	stroke_color=red
rw12	52768155	52777345	20.8	stroke_color=red
rw14	76787243	76828473	20.8	stroke_color=red
rw2	114442322	115845752	20.8	stroke_color=red
rw5	141192379	141195640	20.8	stroke_color=red
rw1	156618801	156625725	20.9	stroke_color=red
rw1	152106317	152115454	20.9	stroke_color=red
rw10	96191699	96271576	20.9	stroke_color=red
rw11	187899	194575	20.9	stroke_color=red
rw15	42067565	42094559	20.9	stroke_color=red
rw17	4583981	4608319	20.9	stroke_color=red
rw19	46210242	46214838	20.9	stroke_color=red
rw20	1470688	1491587	20.9	stroke_color=red
rw6	136922241	136925660	20.9	stroke_color=red
rw1	109105951	109113870	21	stroke_color=red
rw1	63323059	63325126	21	stroke_color=red
rw4	100185110	100190782	21	stroke_color=red
rw4	82608700	82609498	21	stroke_color=red
rw7	151378541	151410705	21	stroke_color=red
rw9	92493547	92536092	21	stroke_color=red
rw14	90061765	90185857	21.1	stroke_color=red
rw2	224378698	224401994	21.1	stroke_color=red
rw5	76615482	76623434	21.1	stroke_color=red
rw19	45306413	45322977	21.2	stroke_color=red
rw2	27625638	27629031	21.2	stroke_color=red
rw3	98531899	98533150	21.2	stroke_color=red
rw9	21480839	21482313	21.2	stroke_color=red
rw2	42442017	42494097	21.3	stroke_color=red
rw22	25198686	25207363	21.3	stroke_color=red
rw4	81426393	81471928	21.3	stroke_color=red
rw5	1392790	1445428	21.3	stroke_color=red
rw16	24255553	24362416	21.4	stroke_color=red
rw19	15615218	15631867	21.4	stroke_color=red
rw19	35742527	35745442	21.4	stroke_color=red
rw12	56923154	56934405	21.5	stroke_color=red
rw17	58420167	58488401	21.5	stroke_color=red
rw2	105593097	105610559	21.5	stroke_color=red
rw20	23439639	23461091	21.5	stroke_color=red
rw3	148865256	148897087	21.5	stroke_color=red
rw7	130266863	130289798	21.5	stroke_color=red
rw1	152514502	152516010	21.6	stroke_color=red
rw12	137411	149169	21.6	stroke_color=red
rw14	58298385	58373995	21.6	stroke_color=red
rw17	41249687	41250653	21.6	stroke_color=red
rw18	59219118	59230771	21.6	stroke_color=red
rw19	35550193	35563658	21.6	stroke_color=red
rw19	18285166	18285545	21.6	stroke_color=red
rw2	64438586	64445588	21.6	stroke_color=red
rw20	32189146	32190360	21.6	stroke_color=red
rw4	87650302	87664361	21.6	stroke_color=red
rw6	10980759	11044391	21.6	stroke_color=red
rw7	87151423	87156676	21.6	stroke_color=red
rw12	128853440	128984968	21.7	stroke_color=red
rw12	101156216	101210274	21.7	stroke_color=red
rw16	67175602	67183980	21.7	stroke_color=red
rw19	48170662	48197621	21.7	stroke_color=red
rw22	20297310	20313590	21.7	stroke_color=red
rw10	35605410	35608935	21.8	stroke_color=red
